Timestamp,"Participation is entirely voluntary, and you may withdraw at any time by closing your browser. Do you consent to taking part in this survey?",Age?,Grade Level?,Gender,Are you a professional video game player (you earn a stable income by playing video games)?,What is the code that you were given at the beginning of the game? Please utilize the correct case (capital / lowercase).,What was the first character in this code? Please utilize the correct case (capital / lowercase).,What was the second character in your code? Please utilize the correct case (capital / lowercase).,"Were you able to complete the game? If not, make sure you pressed 'p' before closing the tab.","If you were able to complete it, what is the code that you were given at the end of the game? Please utilize the correct case (capital / lowercase). Leave blank if you were not able to complete the game.",Have you had any prior experience (before this playthrough) with the game utilized in this study?,I felt fully engaged while playing the game.,I wanted to continue playing after the levels ended.,I paid close attention to the game's mechanics while playing.,I enjoyed playing the game.,I would like to play this game again.,I could easily figure out what to do in the game.,"The game was appropriately challenging (not too easy, but not overly-difficult).",Preceding levels helped me understand how to better play subsequent ones.,Preceding levels prepared me for challenges in subsequent levels.,I felt confident in my ability to complete the last level after playing the previous ones.,Timestamp,Code,Implicitness,Adaptability,Level 1 Time,Level 2 Time,Level 3 Time,Level 4 Time,Level 5 Time,Level 6 Time,Level 7 Time,Level 4 Star,Level 5 Star,Level 6 Star,Level 7 Star,Level 1 Deaths,Level 2 Deaths,Level 3 Deaths,Level 4 Deaths,Level 5 Deaths,Level 6 Deaths,Level 7 Deaths,Total Button Presses,Level 1 Button Presses,Level 2 Button Presses,Level 3 Button Presses,Level 4 Button Presses,Level 5 Button Presses,Level 6 Button Presses,Level 7 Button Presses,Total Time,Total Stars,Total Deaths,Average Button Presses per Second,Average Deaths per Level,Average Button Presses per Level
3/20/2026 8:54:13,Yes,15,10,Female,No,ma432605,m,a,No,,No,3,3,2,4,2,2,3,4,4,2,3/20/2026 8:52:03,ma432605,moderate,yes,53.5792,14.4856,8.2086,12.1879,37.6127,40.4932,0,FALSE,TRUE,FALSE,FALSE,0,0,0,2,2,0,0,310,18,32,18,48,64,130,0,166.5672,3,4,1.861110711,0.5714285714,44.28571429
3/20/2026 9:04:05,Yes,15,10,Female,No,mb910197,m,b,Yes,mb910197,No,4,5,4,5,5,4,4,5,4,4,3/20/2026 9:00:36,mb910197,moderate,no,24.6668,4.0496,4.0662,26.6305,29.9301,148.4344,65.7265,TRUE,TRUE,FALSE,FALSE,0,0,0,3,0,11,1,612,3,10,6,92,70,286,145,303.5041,2,15,2.016447224,2.142857143,87.42857143
3/20/2026 11:12:43,Yes,16,10,Female,No,ib874139,i,b,No,,No,4,3,3,3,4,2,3,4,4,3,3/20/2026 11:11:51,ib874139,high,no,78.8833,13.7031,5.4779,63.6536,21.8283,20.6962,0,FALSE,TRUE,FALSE,FALSE,0,0,0,3,1,0,0,354,7,54,12,134,43,104,0,204.2424,1,4,1.733234627,0.5714285714,50.57142857
3/20/2026 11:14:18,Yes,15,10,Male,No,ia670057,i,a,No,,No,4,3,3,4,4,5,4,5,4,2,3/20/2026 11:13:00,ia670057,high,yes,40.8854,15.0318,6.2161,30.2635,14.1818,0,0,FALSE,TRUE,FALSE,FALSE,0,0,0,4,0,0,0,182,8,26,16,100,32,0,0,106.5786,1,4,1.707659887,0.5714285714,26
3/20/2026 11:16:18,Yes,16,10,Male,No,mb297965,m,b,No,,No,5,4,2,4,3,5,3,2,3,4,3/20/2026 11:14:45,mb297965,moderate,no,52.0758,14.0817,4.233,30.0801,39.0459,30.3635,39.2625,TRUE,TRUE,FALSE,FALSE,0,0,0,2,3,0,1,443,9,23,11,108,82,106,104,209.1425,3,6,2.118173016,0.8571428571,63.28571429
3/20/2026 11:17:44,Yes,16,10,Female,No,ma431673,m,a,Yes,ma431673,No,4,5,3,4,4,4,5,4,4,4,3/20/2026 11:16:56,ma431673,moderate,yes,66.4439,5.233,4.6997,24.6157,23.8321,38.065,102.6286,FALSE,TRUE,FALSE,FALSE,0,0,0,2,1,0,1,527,17,12,8,80,46,100,264,265.518,2,4,1.984799524,0.5714285714,75.28571429
3/20/2026 13:45:56,Yes,15,10,Female,No,ib339090,i,b,No,,No,2,2,1,2,2,1,1,2,2,1,3/20/2026 13:45:05,ib339090,high,no,236.888,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,244,244,0,0,0,0,0,0,236.888,0,0,1.030022627,0,34.85714286
3/20/2026 13:46:15,Yes,16,10,Female,No,ib603715,i,b,No,,No,2,2,4,2,2,1,2,5,5,3,3/20/2026 13:44:49,ib603715,high,no,47.4038,24.1476,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,66,11,55,0,0,0,0,0,71.5514,0,0,0.9224138172,0,9.428571429
3/20/2026 13:47:58,Yes,16,10,Female,No,ia787125,i,a,No,,No,1,1,1,1,1,1,1,1,1,1,3/20/2026 13:47:28,ia787125,high,yes,44.8551,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,44.8551,0,0,0.4458801786,0,2.857142857
3/20/2026 13:49:47,Yes,15,10,Male,No,ib372649,i,b,Yes,,No,3,2,4,5,5,5,5,5,5,5,3/20/2026 13:48:11,ib372649,high,no,45.8767,12.3987,7.9658,91.5904,40.9622,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,5,1,0,0,293,18,29,18,172,56,0,0,198.7938,3,6,1.473889025,0.8571428571,41.85714286
3/20/2026 13:51:31,Yes,15,10,Female,No,nb004196,n,b,No,,No,4,3,4,5,5,5,5,5,5,3,3/20/2026 13:49:35,nb004196,low,no,54.354,12.9821,5.266,38.9626,40.6457,10.6656,0,FALSE,TRUE,FALSE,FALSE,0,0,0,2,2,0,0,283,12,47,14,112,64,34,0,162.876,3,4,1.737518112,0.5714285714,40.42857143
3/20/2026 13:52:31,Yes,16,10,Male,No,mb712922,m,b,Yes,mb712922,No,4,5,4,5,5,5,3,5,5,5,3/20/2026 13:51:47,mb712922,moderate,no,45.7565,8.4582,4.2292,32.0349,15.2849,33.7832,143.5743,TRUE,TRUE,FALSE,FALSE,0,0,0,2,0,0,6,576,5,30,8,92,28,92,321,283.1212,2,8,2.034464392,1.142857143,82.28571429
3/20/2026 14:29:32,Yes,15,10,Male,No,ia036059,i,a,No,,No,4,4,2,4,3,4,3,4,4,4,3/20/2026 14:28:54,ia036059,high,yes,40.2858,20.0801,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,54,3,51,0,0,0,0,0,60.3659,0,0,0.8945447678,0,7.714285714
3/20/2026 14:30:28,Yes,15,10,Male,No,mb456229,m,b,No,,No,2,1,4,2,1,5,5,5,5,5,3/20/2026 14:29:47,mb456229,moderate,no,34.6226,14.7159,3.9166,6.6164,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,103,9,58,6,30,0,0,0,59.8715,0,0,1.720351085,0,14.71428571
3/20/2026 14:36:30,Yes,16,10,Male,No,ia838172,i,a,No,,No,3,3,4,4,4,5,3,4,4,4,3/20/2026 14:35:44,ia838172,high,yes,36.0769,24.1155,8.983,57.0974,25.5155,90.3536,0,TRUE,TRUE,FALSE,FALSE,0,0,0,5,2,0,0,1029,13,85,30,407,48,446,0,242.1419,2,7,4.24957432,1,147
3/20/2026 14:37:31,Yes,16,10,Male,No,ib830220,i,b,No,,No,2,1,4,1,1,4,4,3,3,3,3/20/2026 14:33:56,ib830220,high,no,41.4479,20.9311,12.932,29.8468,6.4494,69.3094,0,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,591,7,74,60,174,32,244,0,180.9166,0,2,3.266698578,0.2857142857,84.42857143
3/20/2026 14:37:59,Yes,15,10,Male,No,nb660700,n,b,Yes,nb660700,No,5,5,4,4,3,4,5,4,4,4,3/20/2026 14:37:08,nb660700,low,no,38.7701,10.0234,5.0783,11.6218,36.1641,24.0762,175.3762,FALSE,TRUE,FALSE,FALSE,0,0,0,0,2,0,5,656,3,18,8,42,80,60,445,301.1101,3,7,2.178605102,1,93.71428571
3/20/2026 14:40:08,Yes,16,10,Male,No,ib946107,i,b,No,,No,4,4,4,4,3,5,5,4,4,4,3/20/2026 14:36:19,ib946107,high,no,47.3183,9.8236,9.0576,37.7626,25.2084,170.3561,0,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,444,37,27,28,117,42,193,0,299.5266,1,1,1.482339131,0.1428571429,63.42857143
3/20/2026 14:42:07,Yes,15,10,Male,No,na159034,n,a,Yes,na159034,No,3,2,4,3,2,5,4,5,5,5,3/20/2026 14:39:53,na159034,low,yes,41.3218,4.9661,5.4493,32.2467,34.2297,47.8782,170.3655,FALSE,FALSE,FALSE,FALSE,0,0,0,3,1,0,5,645,9,12,6,72,66,132,348,336.4573,0,9,1.917033751,1.285714286,92.14285714
3/20/2026 14:42:20,Yes,14,10,Male,No,mb375631,m,b,Yes,mb375631,No,5,5,5,5,5,3,5,5,5,5,3/20/2026 14:40:54,mb375631,moderate,no,36.5945,5.378,4.096,20.3964,10.8559,47.453,402.4512,TRUE,TRUE,FALSE,TRUE,0,0,0,1,0,1,5,1379,27,16,10,84,20,108,1114,527.225,7,7,2.615581583,1,197
3/20/2026 14:42:39,Yes,16,10,Female,No,na461100,n,a,Yes,na461100,No,4,1,1,3,2,3,4,4,3,2,3/20/2026 14:42:55,na461100,low,yes,25.1965,7.2327,3.9162,21.6145,24.2807,63.16,222.1266,FALSE,TRUE,FALSE,FALSE,0,0,0,4,1,0,8,1042,1,22,8,114,50,300,547,367.5272,1,13,2.835164309,1.857142857,148.8571429
3/20/2026 15:22:18,Yes,15,10,Male,No,na161669,n,a,No,,No,3,2,5,3,3,5,1,3,3,5,3/20/2026 15:21:35,na161669,low,yes,27.0941,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27.0941,0,0,0.03690840441,0,0.1428571429
3/20/2026 15:22:19,Yes,16,10,Female,No,mb328561,m,b,No,,No,5,5,5,5,4,5,4,5,5,5,3/20/2026 15:21:39,mb328561,moderate,no,24.9531,4.1997,3.9163,10.5822,20.1645,14.3985,0,FALSE,TRUE,FALSE,FALSE,0,0,0,2,1,0,0,107,1,8,2,34,22,40,0,78.2143,2,3,1.36803628,0.4285714286,15.28571429
3/20/2026 15:23:14,Yes,16,10,Male,No,nb206624,n,b,Yes,nb206624,No,5,3,5,4,2,4,5,5,5,5,3/20/2026 15:22:33,nb206624,low,no,42.9354,4.9784,5.9608,19.6305,28.555,74.7592,133.8008,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,3,705,9,16,4,56,70,208,342,310.6201,1,3,2.269653509,0.4285714286,100.7142857
3/20/2026 15:23:35,Yes,16,10,Male,No,ia573040,i,a,No,,No,2,1,1,1,1,3,2,3,3,3,3/20/2026 15:20:32,ia573040,high,yes,54.3542,7.8589,4.0127,38.4619,24.1427,34.316,0,FALSE,TRUE,FALSE,FALSE,0,0,0,6,1,2,0,346,36,28,10,112,54,106,0,163.1464,2,9,2.120794575,1.285714286,49.42857143
3/20/2026 15:27:15,Yes,15,10,Female,No,ib109840,i (lowercase),b (lowercase),No,,No,4,2,3,2,2,1,2,4,3,3,3/20/2026 15:26:13,ib109840,high,no,21.0721,3.933,6.6327,7.3992,25.314,14.1651,0,FALSE,TRUE,FALSE,FALSE,0,0,1,0,1,0,0,102,1,6,12,24,44,15,0,78.5161,2,2,1.299096618,0.2857142857,14.57142857
